id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,id,business_id,user_id,stars,date,useful,funny,cool,id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,AwXE5a4dKRJZRopkDwn0aw,SzzrUeJGnl_LQAJXMK8wQw,h91TcGulNBG_F2S7qVeH7A,5,"2016-08-02 00:00:00",0,0,0,h91TcGulNBG_F2S7qVeH7A,Theresa,4,"2014-09-22 00:00:00",0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,L_fZdRL5ilIFGZgIsI_4qw,d6_UHGiMQb5_m8mi_tRc2Q,h9HcpA7sDfs41v7w-4vC-Q,4,"2016-01-13 00:00:00",0,0,0,h9HcpA7sDfs41v7w-4vC-Q,Dave,67,"2016-01-02 00:00:00",61,14,55,1,3.72,0,0,0,0,0,0,1,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,nrwyqREFB5eFIuoqfOodxw,fTtkz2RhWNAp6jKiIzXf_A,H9oJFikb5Mk2bLiIvkZ3wg,4,"2011-06-23 00:00:00",0,0,0,H9oJFikb5Mk2bLiIvkZ3wg,Lawrence,82,"2010-07-12 00:00:00",8,1,2,3,4.23,1,1,0,0,0,0,0,3,3,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,mtyVENGM9ZM7NRy-EtVBww,fTtkz2RhWNAp6jKiIzXf_A,hA1721gDT7SPyEUfK1Cd5A,4,"2011-07-21 00:00:00",2,2,4,hA1721gDT7SPyEUfK1Cd5A,Angela,404,"2008-08-04 00:00:00",393,186,360,31,3.92,61,9,0,2,0,27,81,86,86,25,4
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,7JFhkPifZmGn4I5Cz9C4Sw,pDSl9xdKJCdN4vu8z26cEA,HaL3r6EtV7qnCt9lFBCvaw,5,"2013-09-11 00:00:00",1,1,1,HaL3r6EtV7qnCt9lFBCvaw,Jaklyn,25,"2010-07-05 00:00:00",13,6,3,3,4.33,2,1,0,0,0,5,3,1,1,1,0
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,x6_036tdVq3GNaPkPCZhZg,oH6QAuoTLFaX97oqqpLTMg,haRacJ74QuhauXwxKRMFnQ,5,"2016-04-23 00:00:00",0,0,0,haRacJ74QuhauXwxKRMFnQ,Michelle,3,"2015-03-01 00:00:00",0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,RAKNiTgxfH6zmyxxm-8vYg,SzzrUeJGnl_LQAJXMK8wQw,hb9uUgoWBCAxE_jjADnDIg,5,"2015-05-13 00:00:00",0,0,0,hb9uUgoWBCAxE_jjADnDIg,Kyu,3,"2015-05-13 00:00:00",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,W-mUaJzQVNUbAJLAcnAWwg,aS1qJzTGyluRT2tJ09Jbaw,hBUZ9D6crnslLAGPQ8iBUQ,5,"2016-06-12 00:00:00",2,0,0,hBUZ9D6crnslLAGPQ8iBUQ,Rick,8,"2011-01-14 00:00:00",0,0,0,0,4.5,0,0,0,0,0,0,1,0,0,0,0
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,N3jUyZFhQw_mhVSdz9g7xQ,dZB5VuI4mCVRz8qQUwUgCg,hbWqS4234MM4FmGxYAqvtw,4,"2015-01-18 00:00:00",3,0,3,hbWqS4234MM4FmGxYAqvtw,Marina,36,"2011-03-13 00:00:00",122,13,2,1,3.08,1,0,0,1,0,0,2,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,--ljlcb_39Urqn_4Lftefg,fTtkz2RhWNAp6jKiIzXf_A,hC4NZ5b9qRD263xQ4-FKPw,1,"2009-11-26 00:00:00",0,1,0,hC4NZ5b9qRD263xQ4-FKPw,Kim,80,"2008-05-02 00:00:00",225,23,22,5,3.78,3,1,1,6,0,2,0,6,6,0,0
78XbdLi5e42XDxgnxuYacg,"Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo","Spring Valley","10144 W Flamingo Rd","Las Vegas",NV,89147,36.1154,-115.314,4.5,299,1,PvQZ6g05uscKPeLVXxnQDQ,78XbdLi5e42XDxgnxuYacg,HcC-EdNjPu1Fh4dims7Dvg,5,"2016-08-30 00:00:00",1,0,0,HcC-EdNjPu1Fh4dims7Dvg,Kristin,19,"2014-03-03 00:00:00",14,4,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,MqoYCtfG1D2Iu08HCUZ7eA,aS1qJzTGyluRT2tJ09Jbaw,hCYHQQ154bBOGRcQdsenpQ,5,"2016-07-14 00:00:00",0,0,0,hCYHQQ154bBOGRcQdsenpQ,Stacey,52,"2010-09-09 00:00:00",2,0,0,0,3.13,0,1,0,0,0,0,2,0,0,0,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,KvjWESUK4hRUAbdRSOlWCA,uE1sIGWRJwpLPN858FRPRw,hDLdCWSEGddIUDntpKtqVg,4,"2015-12-02 00:00:00",1,1,1,hDLdCWSEGddIUDntpKtqVg,Sarina,368,"2013-08-10 00:00:00",1794,566,1320,50,3.62,117,18,16,1,0,22,183,227,227,66,139
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,MgYAwHGiv0CPhmui4-utPQ,fTtkz2RhWNAp6jKiIzXf_A,HdtKHFvWEXVHOZyO-mlcyw,1,"2015-10-14 00:00:00",0,0,0,HdtKHFvWEXVHOZyO-mlcyw,Leona,9,"2014-10-29 00:00:00",1,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,CZsdecnpjF4xMYLd9V6Fxw,cNx3qzQ55JXpjZEt4lc7Tg,hDuDIdK2zP-D5PibJXtUIg,4,"2017-11-08 00:00:00",0,0,0,hDuDIdK2zP-D5PibJXtUIg,Shahe,11,"2017-03-02 00:00:00",0,0,0,0,4.18,1,0,0,0,0,0,0,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,MWBP6PwuSSw75LEg3ewvSw,fTtkz2RhWNAp6jKiIzXf_A,hDwZqxogIuRPugPukJOx9w,5,"2011-02-12 00:00:00",0,0,0,hDwZqxogIuRPugPukJOx9w,Gary,76,"2010-08-15 00:00:00",8,2,0,2,3.21,0,0,0,0,0,2,0,0,0,0,0
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,Zt-zeXQ3yToAASOseQLPoQ,EZ4TljJvGenxrkM4JsqtZg,hDzgJUST9jdBrtnUK5085w,3,"2015-08-26 00:00:00",1,0,1,hDzgJUST9jdBrtnUK5085w,Crystal,82,"2014-09-28 00:00:00",25,8,7,5,4.08,2,0,0,0,0,3,2,4,4,4,0
78XbdLi5e42XDxgnxuYacg,"Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo","Spring Valley","10144 W Flamingo Rd","Las Vegas",NV,89147,36.1154,-115.314,4.5,299,1,jL3tldLQfya1gPZeIa47qw,78XbdLi5e42XDxgnxuYacg,he6C5FSUYF6k_4CPM7c2lA,5,"2016-09-30 00:00:00",0,0,0,he6C5FSUYF6k_4CPM7c2lA,Linh,14,"2014-08-18 00:00:00",0,1,2,0,3.71,0,0,0,0,0,0,0,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,-BrnX_3Zu1HubJc5uh9ytA,fTtkz2RhWNAp6jKiIzXf_A,HElsVjE9lWOTJrNleEQamw,5,"2010-07-16 00:00:00",1,0,0,HElsVjE9lWOTJrNleEQamw,Sarada,25,"2010-07-16 00:00:00",1,0,1,3,4.23,1,1,0,0,1,0,2,1,1,2,0
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,vxqAuhlhB08oOwZGMrpOxA,aS1qJzTGyluRT2tJ09Jbaw,HEXZRuWjwc8W5Kln-k_3Kg,5,"2016-08-05 00:00:00",0,0,0,HEXZRuWjwc8W5Kln-k_3Kg,Joy,59,"2013-05-23 00:00:00",3,1,1,1,4.6,0,0,0,0,0,0,0,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,rt32nMpIR19sOMaBeKe0ZQ,fTtkz2RhWNAp6jKiIzXf_A,HEzVlIJeVpwjiNCPXNM-aA,4,"2011-02-13 00:00:00",1,0,0,HEzVlIJeVpwjiNCPXNM-aA,Marvin,137,"2010-01-12 00:00:00",3,1,1,8,3.89,1,1,4,0,1,6,1,4,4,4,1
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,grzKfeJ5QdyMiE0MUx2sOw,AoGCnRtwifZ2gTGHtg8KTw,Hf-jGNS9it5_fcfiH44Qgw,5,"2016-09-18 00:00:00",1,1,1,Hf-jGNS9it5_fcfiH44Qgw,Christen,83,"2012-10-16 00:00:00",34,5,2,5,3.53,0,0,1,0,0,1,3,1,1,1,0
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,Er2iEstA0rClnRde4rDO4w,dZB5VuI4mCVRz8qQUwUgCg,hfab1UOC0ngf9h0KJzYHeA,1,"2015-01-15 00:00:00",1,0,0,hfab1UOC0ngf9h0KJzYHeA,Cari,206,"2012-09-27 00:00:00",24,1,2,9,3.64,2,2,2,0,0,9,3,6,6,2,1
AoGCnRtwifZ2gTGHtg8KTw,"Tokyo Sushi House",Summerlin,"10040 W Cheyenne Ave, Ste 150","Las Vegas",NV,89129,36.2189,-115.314,3,298,0,CIh7Y5lucvDepBgigUtg9Q,AoGCnRtwifZ2gTGHtg8KTw,HfcD_ggXzOWWJhtD5ngCYQ,5,"2015-07-19 00:00:00",0,0,0,HfcD_ggXzOWWJhtD5ngCYQ,Karli,3,"2014-03-14 00:00:00",0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,0XChukLu0gA4ERJqNSk6sw,EZ4TljJvGenxrkM4JsqtZg,HFfdxEgJdQ0L7i0-F6cRPQ,4,"2014-11-12 00:00:00",3,1,1,HFfdxEgJdQ0L7i0-F6cRPQ,Scott,1,"2014-11-12 00:00:00",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,yamNTbhXnpNgVA7pKHaaJA,d6_UHGiMQb5_m8mi_tRc2Q,hFGYC-wjaZCSuhMdO8K_Tw,5,"2009-01-25 00:00:00",0,0,1,hFGYC-wjaZCSuhMdO8K_Tw,Carrie,104,"2007-12-09 00:00:00",65,27,16,5,3.89,3,1,1,1,0,3,1,10,10,3,0
W90h9VXUSdRz1_uJhweVPQ,Yusho,"The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,297,0,XuVTbgJOd3FglzC84E-5LQ,W90h9VXUSdRz1_uJhweVPQ,hfie-uFCFQkgjiDBM-leMw,1,"2016-02-18 00:00:00",3,2,1,hfie-uFCFQkgjiDBM-leMw,James,386,"2010-05-16 00:00:00",249,93,10,9,3.48,0,1,0,0,0,3,6,0,0,0,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,lvDPb-D-zmjLKa0FHBllYQ,uE1sIGWRJwpLPN858FRPRw,HgeE8guC565OELCyWLmY6w,5,"2016-07-07 00:00:00",0,0,0,HgeE8guC565OELCyWLmY6w,Funtime,305,"2011-06-10 00:00:00",33,8,10,9,3.81,1,3,0,0,0,6,3,4,4,1,4
W90h9VXUSdRz1_uJhweVPQ,Yusho,"The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,297,0,ebBfvib9HBNz0kXmNO0m_w,W90h9VXUSdRz1_uJhweVPQ,HH7iiWvBqV-20lA7JlSRWQ,4,"2014-05-18 00:00:00",9,4,7,HH7iiWvBqV-20lA7JlSRWQ,Lyla,1000,"2013-10-02 00:00:00",42785,18540,48814,185,4.35,5279,266,264,54,21,1580,5874,8463,8463,2493,5418
aS1qJzTGyluRT2tJ09Jbaw,"Magal BBQ",Chinatown,"4240 Spring Mountain Rd","Las Vegas",NV,89102,36.1268,-115.197,4.5,299,1,ihVTvC78CcgcfooydsQ44Q,aS1qJzTGyluRT2tJ09Jbaw,hHfkSu2Mg27bJh6sScWQjQ,5,"2017-01-16 00:00:00",0,0,0,hHfkSu2Mg27bJh6sScWQjQ,Andy,8,"2017-01-16 00:00:00",0,0,0,1,4.9,0,0,0,0,0,0,0,0,0,0,0
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,ubPTvwxjVEdEOo80gMQOFA,oH6QAuoTLFaX97oqqpLTMg,HHNFl6jkyDclqSUD43-aHQ,3,"2015-07-22 00:00:00",1,0,1,HHNFl6jkyDclqSUD43-aHQ,Rose,5,"2010-12-17 00:00:00",0,1,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,u39Nd9DewJacIvIAkWsu0g,cNx3qzQ55JXpjZEt4lc7Tg,HHW-EBJkZ1EwASElvbuZ3A,4,"2017-07-14 00:00:00",1,0,1,HHW-EBJkZ1EwASElvbuZ3A,Jen,85,"2010-07-26 00:00:00",14,2,8,4,4.64,2,2,0,1,0,3,7,18,18,11,0
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,e55lVhT0i164dbVN_jFPCg,d6_UHGiMQb5_m8mi_tRc2Q,hI2loH7kDzDCBkJjPNKsFA,2,"2015-07-29 00:00:00",7,8,6,hI2loH7kDzDCBkJjPNKsFA,Lorena,279,"2010-09-18 00:00:00",52,64,41,32,3.94,80,2,3,4,0,33,56,112,112,29,18
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,7KgKlI8m9mlPvn5xGnNTsw,fTtkz2RhWNAp6jKiIzXf_A,hiakjDddWXWh5BCDv9I4ZA,5,"2008-11-19 00:00:00",1,0,1,hiakjDddWXWh5BCDv9I4ZA,Dizzle,155,"2007-12-19 00:00:00",7,1,1,5,3.66,1,1,1,0,0,7,1,5,5,2,2
EZ4TljJvGenxrkM4JsqtZg,Sushi-ko,Northwest,"7101 W Craig Rd","Las Vegas",NV,89129,36.24,-115.25,3.5,297,1,rM-Bqu3pYZKMEuBgB0ox6w,EZ4TljJvGenxrkM4JsqtZg,HiiVHuvPT1kJ4J6aQzH9yQ,1,"2017-01-03 00:00:00",0,0,0,HiiVHuvPT1kJ4J6aQzH9yQ,Kat,3,"2016-11-29 00:00:00",0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0
pDSl9xdKJCdN4vu8z26cEA,"Coyote Ugly Saloon","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.1015,-115.174,2.5,297,1,MLsNOsJ42tjf4kKLB7U-hA,pDSl9xdKJCdN4vu8z26cEA,HiKDQz-yPvda0kNV8LgC3A,4,"2017-10-15 00:00:00",0,1,4,HiKDQz-yPvda0kNV8LgC3A,Jen,501,"2011-12-27 00:00:00",403,14,85,19,3.74,4,0,0,0,0,27,82,31,31,11,5
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,s25kTWziEO8EU-jxkTq1gw,uE1sIGWRJwpLPN858FRPRw,HiKDQz-yPvda0kNV8LgC3A,2,"2016-11-26 00:00:00",2,1,1,HiKDQz-yPvda0kNV8LgC3A,Jen,501,"2011-12-27 00:00:00",403,14,85,19,3.74,4,0,0,0,0,27,82,31,31,11,5
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,fgIes-hGBXKw4S838cV4Qw,uE1sIGWRJwpLPN858FRPRw,hiPzZgdP83HtF_aQ9lg9bA,4,"2015-09-22 00:00:00",0,0,0,hiPzZgdP83HtF_aQ9lg9bA,Megan,367,"2009-04-25 00:00:00",120,39,33,49,4.12,41,8,3,6,0,8,31,48,48,10,5
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,_3cRVZ5gP3HWUPs03qUfwA,oH6QAuoTLFaX97oqqpLTMg,HirA62oUo3mIf6LLlhVYDw,1,"2015-07-20 00:00:00",0,0,0,HirA62oUo3mIf6LLlhVYDw,Lisa,4,"2015-03-19 00:00:00",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,ZbqnSs9s9SzIWJS4IUi5Ng,SzzrUeJGnl_LQAJXMK8wQw,HixtBO7z5OW5bo_6qo6D_g,4,"2017-05-15 00:00:00",2,1,4,HixtBO7z5OW5bo_6qo6D_g,Richard,91,"2011-09-02 00:00:00",392,103,195,13,3.98,6,0,0,0,0,8,39,24,24,7,4
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,VxH87fds4eL4iverqNfKog,uE1sIGWRJwpLPN858FRPRw,HIx_W9Q8EjaGWPjLw-Cmwg,5,"2015-01-24 00:00:00",2,0,0,HIx_W9Q8EjaGWPjLw-Cmwg,Marisa,120,"2011-05-20 00:00:00",19,3,15,5,4.12,5,0,0,0,0,3,5,11,11,3,0
w6zW6gIyg1sI5V6Wag_SYg,"Teppan Bento",Southeast,"467 E Silverado Ranch, Unit 125","Las Vegas",NV,89183,36.0125,-115.153,4.5,299,1,4Wy-oPFcuQdhMZLt8ibN5g,w6zW6gIyg1sI5V6Wag_SYg,Hj5FYCBaEG8UBU5VjQ05Jw,5,"2016-08-21 00:00:00",0,0,0,Hj5FYCBaEG8UBU5VjQ05Jw,Chrissy,1,"2016-04-17 00:00:00",0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
fTtkz2RhWNAp6jKiIzXf_A,"Capriotti's Sandwich Shop","The Strip","322 W. Sahara","Las Vegas",NV,89102,36.1441,-115.161,4,296,1,mB4xlJqpSeSw5ok8Cyy-BQ,fTtkz2RhWNAp6jKiIzXf_A,HJj82f-csBI7jjgenwqhvw,4,"2015-02-03 00:00:00",4,4,6,HJj82f-csBI7jjgenwqhvw,Paul,898,"2011-06-19 00:00:00",1683,669,1416,41,3.58,71,18,7,2,1,59,230,196,196,96,14
Po0QGzgwFrfnGJEi_akCjA,"KG BBQ",Chinatown,"4355 Spring Mountain Rd, Ste 201","Las Vegas",NV,89102,36.1259,-115.198,3,299,1,y3I3wuZBpO5B1sqQvvE0xQ,Po0QGzgwFrfnGJEi_akCjA,hJkRjabCvQ4LtjHXVnRWvw,3,"2014-10-18 00:00:00",0,0,0,hJkRjabCvQ4LtjHXVnRWvw,Pattara,14,"2013-09-07 00:00:00",3,1,1,0,3.87,0,0,0,0,0,1,1,1,1,0,0
cNx3qzQ55JXpjZEt4lc7Tg,"Recess Italian Ice & Desserts","Spring Valley","5035 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0977,-115.298,4,300,1,LqmWCyWGHFh4ujZMYyqEbg,cNx3qzQ55JXpjZEt4lc7Tg,hK14zN62ftw5mtwYAy7MDg,5,"2017-04-17 00:00:00",0,0,0,hK14zN62ftw5mtwYAy7MDg,Jasmine,5,"2014-04-30 00:00:00",0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,JvZj5yV1zdWhf-gT_KKHmg,SzzrUeJGnl_LQAJXMK8wQw,hk7khaUDZ1xsu7BqO11BfQ,4,"2016-08-30 00:00:00",1,0,0,hk7khaUDZ1xsu7BqO11BfQ,Michelle,18,"2015-07-08 00:00:00",2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,8JHVJNMKrENtoNiG39Zezw,d6_UHGiMQb5_m8mi_tRc2Q,hkSiQAfl6w3882JJQzRTlQ,3,"2011-05-01 00:00:00",1,1,1,hkSiQAfl6w3882JJQzRTlQ,Beau,598,"2010-09-20 00:00:00",303,102,137,33,3.65,16,1,7,1,1,18,32,30,30,19,2
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,1Et5cdmCUSDBONsgRKyu2w,d6_UHGiMQb5_m8mi_tRc2Q,hkzEgZTie1WoCC4ltoeYlA,1,"2015-02-12 00:00:00",1,0,0,hkzEgZTie1WoCC4ltoeYlA,Sabrina,110,"2015-02-11 00:00:00",39,35,32,4,3.87,7,1,0,1,0,6,11,1,1,4,1
W90h9VXUSdRz1_uJhweVPQ,Yusho,"The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1045,-115.177,3,297,0,yyK0NbnufZZdf4--ci5DGA,W90h9VXUSdRz1_uJhweVPQ,hLKHKWUBshRP1hDdly1tvQ,3,"2014-11-20 00:00:00",1,1,1,hLKHKWUBshRP1hDdly1tvQ,"Toni Rose",163,"2009-02-24 00:00:00",16,8,3,2,3.49,0,1,0,0,0,1,1,5,5,3,0
oH6QAuoTLFaX97oqqpLTMg,"Familia Pizzeria",Southwest,"8090 S Durango Dr","Las Vegas",NV,89113,36.0425,-115.278,4,300,1,QOjGTGQSMOtTk_K2ik326w,oH6QAuoTLFaX97oqqpLTMg,hlVWGy_t796fbk_iETH5kA,3,"2011-01-09 00:00:00",3,1,1,hlVWGy_t796fbk_iETH5kA,Marissa,15,"2010-10-26 00:00:00",44,4,8,19,3.56,8,2,0,1,0,9,5,9,9,2,2
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,BcLsfZ-yFgSfs2iwFboHJw,dZB5VuI4mCVRz8qQUwUgCg,hlz8zpExssJfG9LUfq43yg,5,"2017-07-23 00:00:00",0,0,0,hlz8zpExssJfG9LUfq43yg,"Tu Anh",19,"2015-05-20 00:00:00",1,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","3790 Las Vegas Blvd S","Las Vegas",NV,89109,36.102,-115.174,3.5,299,1,-F6PKnDv9F9NY_LwXAQDPA,uE1sIGWRJwpLPN858FRPRw,Hm0diOkWwpo9zotlJlqMUQ,4,"2016-03-05 00:00:00",22,14,17,Hm0diOkWwpo9zotlJlqMUQ,May,921,"2010-08-07 00:00:00",5137,1799,4917,187,4.3,2644,150,70,55,16,1197,3197,3881,3881,650,2284
dZB5VuI4mCVRz8qQUwUgCg,"Krazy Sushi",Centennial,"7160 N Durango Dr, Ste 140","Las Vegas",NV,89149,36.2915,-115.287,3.5,300,1,NvGTyYAG655p9bX5_fcpMg,dZB5VuI4mCVRz8qQUwUgCg,hm1z8T-xHIxBOzAWai0kpQ,1,"2015-10-07 00:00:00",5,3,0,hm1z8T-xHIxBOzAWai0kpQ,Justin,14,"2014-11-19 00:00:00",1,1,2,0,4.25,0,0,0,0,0,0,2,0,0,0,0
SzzrUeJGnl_LQAJXMK8wQw,"Omoide Noodles & Bowls",Southwest,"7745 S Rainbow Blvd","Las Vegas",NV,89139,36.0477,-115.244,3.5,295,1,HNQIlB8aJKPa2KQfUM5bLA,SzzrUeJGnl_LQAJXMK8wQw,hM3oEy9HoC_uQExSdwUysg,3,"2015-05-22 00:00:00",1,1,0,hM3oEy9HoC_uQExSdwUysg,John,329,"2011-03-25 00:00:00",83,18,15,26,4.02,6,2,0,2,0,12,12,11,11,4,6
d6_UHGiMQb5_m8mi_tRc2Q,"Mermaid's Casino",Downtown,"32 Fremont St","Las Vegas",NV,89136,36.1715,-115.145,3.5,298,0,sdBd2zUlVeckY-mH6IQCNw,d6_UHGiMQb5_m8mi_tRc2Q,Hm7iHqixTJJ55DAQ6KCvMQ,3,"2013-11-03 00:00:00",0,0,0,Hm7iHqixTJJ55DAQ6KCvMQ,Julie,82,"2012-08-28 00:00:00",6,2,1,0,3.73,0,0,0,0,0,0,0,0,0,0,0
